noise_amp,C_lower,C_central,C_upper
1.0,-0.9073256087935354,-0.004360789167975721,0.9088683320299343
16.736842105263158,-0.3779060281580006,0.004800104276570776,0.3799546078580795
32.473684210526315,-0.236213756299605,0.00025701554445970804,0.2331611275325665
48.21052631578947,-0.18205165870238832,-0.007337820873439108,0.16328753904573964
63.94736842105263,-0.1398722317096621,0.004332255157046591,0.14934635864790938
79.68421052631578,-0.11035522481900495,-0.0010284075160261845,0.10590651218847696
95.42105263157895,-0.08401914860590515,0.0067095448332467585,0.09387356048135584
111.15789473684211,-0.08534939365747836,-0.0010853697816238276,0.08193205598788314
126.89473684210526,-0.08205897702019392,-0.0032628977880370617,0.07195786089593716
142.6315789473684,-0.07635186019241035,-0.005453699232162398,0.06589579488406555
158.36842105263156,-0.05595823828263566,0.00818587722010662,0.06849932606997261
174.10526315789474,-0.05497656339741041,0.00011527620575242951,0.04983354920885607
189.8421052631579,-0.04880025752699582,4.5986290336337823e-07,0.046882699861323325
205.57894736842104,-0.043184168518562424,0.002379021971700013,0.04749186238531832
221.31578947368422,-0.03373382420916889,0.009946687163775893,0.047530472589828204
237.05263157894737,-0.04454882006617697,-0.0008766748807880656,0.043808748655559414
252.78947368421052,-0.03865267530705094,0.0032884358270897415,0.042029757931571585
268.5263157894737,-0.04326833833434516,-0.0010014837170832433,0.03956168335362432
284.2631578947368,-0.017693701145160376,0.02239414657550448,0.06227039029535286
300.0,-0.028522297909950832,0.0029576190595609043,0.03917243554760715
