noise_amp,C_lower,C_central,C_upper
1000.0,-0.08168785716975992,0.07141794178853232,0.22455947829172662
175.92592592592592,-0.13107390119895662,0.0033044681957636293,0.15686155507033106
96.44670050761421,-0.11572821177627449,0.010101252177355307,0.1677997548175058
66.43356643356643,-0.12364176752833315,-0.0007921767197454775,0.15086181215984618
50.666666666666664,-0.13371378286181662,-0.002487748884085829,0.152390221406875
40.94827586206896,-0.1346384987467291,-0.00223315831882636,0.15591881295985274
34.35804701627487,-0.12579078871910002,-0.002561604226541596,0.15072672409077714
29.595015576323988,-0.13190511252438494,-0.0007709869016163202,0.15517133391562904
25.991792065663475,-0.12265481487530869,-0.00167453009061005,0.147486057250912
23.17073170731707,-0.13104108744903964,-0.002840317680784269,0.15360494698952787
20.9020902090209,-0.11663091521089146,-0.0032510194784634507,0.13695713243405394
19.03807615230461,-0.122984866873587,-0.0018245303476362702,0.14823750785992929
17.479300827966885,-0.12687681206960294,-0.002367047766443798,0.13093294273761832
16.156462585034014,-0.12158964294981213,-0.0035359030756465077,0.14285107208905135
15.019762845849803,-0.10527524182898554,-0.0019536992186856296,0.1295221509885483
14.032496307237814,-0.1230914722032912,-0.0021284604740047742,0.147515739874794
13.167013167013167,-0.132274542225713,-0.00489039759905495,0.14948788390588424
12.402088772845953,-0.1269139063182928,-0.002889699898699567,0.14680111607170582
11.721159777914867,-0.12035829361623611,-0.0035199147619422244,0.1212717682342897
11.11111111111111,-0.12713972597545772,-0.0016660434440581727,0.14738722612399152
