position,trap,cell_label,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107,108,109,110,111,112,113,114,115,116,117,118,119,120,121,122,123,124,125,126,127,128,129,130,131,132,133,134,135,136,137,138,139,140,141,142,143,144,145,146,147,148,149,150,151,152,153,154,155,156,157,158,159,160,161,162,163,164,165,166,167,168,169,170,171,172,173,174,175,176,177,178,179,180,181,182,183,184,185,186,187,188,189,190,191,192,193,194,195,196,197,198,199,200,201,202,203,204,205,206,207,208,209,210,211,212,213,214,215,216,217,218,219,220,221,222,223,224,225,226,227,228,229,230,231,232,233,234,235,236,237,238,239,240,241,242,243,244,245,246,247,248,249,250,251,252,253,254,255,256,257,258,259,260,261,262,263,264,265,266,267,268,269,270,271,272,273,274,275,276,277,278,279,280,281,282
htb2mCherry_001,4,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
htb2mCherry_001,13,1,1.0,0.8092538580293097,0.5922560272492389,0.39432490336741144,0.2210213056680838,0.0660210480719739,-0.07942627821790593,-0.20037224042689122,-0.26841057121251993,-0.2841568640369909,-0.26882595468924253,-0.24452140836405314,-0.1927652223059644,-0.1384158896347984,-0.05978257182844389,0.025975477473464507,0.1030517696114005,0.14949960073492843,0.17169950641735365,0.20983154794197773,0.2065036979129739,0.17212887255687162,0.11972608597712923,0.05576436054940775,-0.016167675226000575,-0.1108274717794185,-0.19592957543244993,-0.2595116999068786,-0.2994943841367864,-0.3161958081316422,-0.3175760702414294,-0.30717318496414947,-0.2782329361580382,-0.2000444628130244,-0.12334766062254986,-0.0800986267305726,-0.06947516186013718,-0.029444487869276805,0.053994379279506746,0.11027953808675041,0.13016066326475612,0.13610179897780167,0.15448586357683095,0.16871753648194615,0.11891656575070378,0.03161495123854151,-0.045865768035528276,-0.09709673806166752,-0.15922098330731055,-0.20552368621385353,-0.23413325530861737,-0.22964001204508014,-0.1930577344596556,-0.10545520400264775,-0.018744661504938413,0.057048644169395236,0.1295451789768626,0.22194277774326795,0.32821874025250786,0.406884961416297,0.39029427007833056,0.33329056006143876,0.25659251457619575,0.15525557725560002,0.06342723450738474,-0.039858107881909896,-0.12844661762195345,-0.2033939808846681,-0.23245280952038663,-0.2382333671156238,-0.24372798996446318,-0.23420340592169261,-0.19095497460515065,-0.15785679768824504,-0.0814310208365987,-0.0011712240196775688,0.08729280056209478,0.16055454715074938,0.2529697657269116,0.27790534533001493,0.3100262107137452,0.34135414779345397,0.33448235537720555,0.2270715324402871,0.08251724583914699,-0.046440247312295915,-0.14544667046923512,-0.23154082139952703,-0.2768464641503194,-0.31403361716887956,-0.29739282645463666,-0.23891000035915277,-0.15401385490046202,-0.05049685788952284,0.035231316622379764,0.10521437164254786,0.16223340397406893,0.2110573778191387,0.2204113928991365,0.19442675833113407,0.144433915181819,0.10908364117321405,0.10699982106944297,0.06495393907997497,0.01512785309583475,-0.03348470408575435,-0.06913270639261876,-0.12436373210428689,-0.16610484065994444,-0.20153157907860805,-0.2168733161401085,-0.20631931318373833,-0.1610567819786312,-0.1139400870239507,-0.062460147558271395,-0.006387252246220968,0.03374915506172377,0.0388882197202357,0.05944056397183076,0.04250231514498824,0.029926951624585918,0.030364622979652436,0.007793328433890542,0.0016032626016003048,-0.007869000222662232,-0.03802921638306205,-0.1130598179103995,-0.18571575726005807,-0.2613720904982506,-0.2898580483097522,-0.3230775208970263,-0.32221996285188853,-0.2944917199529859,-0.22810770353032492,-0.10671926566154522,0.06524620104321681,0.20383460175350734,0.344594684893936,0.43851607913420787,0.5212586770750444,0.5873437160568663,0.5730827566768465,0.48364414031938674,0.3292025340918324,0.18451230615271846,0.03790570262061652,-0.07840666530567203,-0.17023653013934584,-0.2635395398428812,-0.2935833228723278,-0.25416610474265283,-0.20354490042295484,-0.12341543601446309,-0.005479452878298389,0.10403830636054678,0.1855576673727337,0.30419643908548993,0.38435827288312613,0.38902411039988904,0.32781028322043043,0.23142820014638374,0.10014565369809829,-0.017708002568713282,-0.10083225374454287,-0.13851104827646785,-0.19008548778180476,-0.25056811061069867,-0.33017101230023527,-0.38610459762934474,-0.38731525179901866,-0.3850108350679589,-0.39125617211656294,-0.3439304490714063,-0.2501563179569796,-0.09822552515816821,0.0005128112452379772,0.09104671294755318,0.17245452763412936,0.22330298122775857,0.2191690534703816,0.2211205747491658,0.1605316523399018,0.05401292138861242,-0.028150838743569252,-0.07290006485408274,-0.13136263277569094,-0.18874205900789093,-0.24071816385042935,-0.2534336086324858,-0.22768391228159532,-0.18983035781614382,-0.13113347104781373,-0.06850437275502307,0.025858118835725665,0.16249763433385772,0.2889321979385011,0.3735860944263837,0.4265634677095623,0.46880625358862704,0.4887547711451867,0.47921331765510383,0.37319902524359033,0.1575579335385189,0.022046330627191822,-0.0984436994507239,-0.2379366228987645,-0.3501462941463644,-0.4240903875152246,-0.4506987563146083,-0.4014641524135539,-0.36191120782596015,-0.2517346519242399,-0.13983289455086467,-0.022511697155281486,0.05839419101516727,0.1540033225034662,0.23995166103012852,0.3283823373876709,0.4284640837060357,0.472666760714729,0.45023662106662976,0.2848011799957072,0.122373928189838,-0.007862989859705268,-0.1610771897173288,-0.28781759698359277,-0.42032273010907173,-0.5265467313307479,-0.5254740796754334,-0.5179159917520905,-0.46759478170576274,-0.3992771135015535,-0.27076946209871283,-0.11051016233095025,0.0884851275031843,0.3366405054555791,0.530613935154615,0.624426617602879,0.705919429804343,0.731220184959009,0.6119463769220546,0.4474170492668844,0.3456662304108964,0.2148646630529696,0.10948625306430296,0.0019217779112037888,-0.07722304302739229,-0.137809789358058,-0.16702463927393577,-0.20052275587884505,-0.25177877914892194,-0.24922492724604936,-0.10141505842614269,0.01977089452147531,0.01527526601959374,0.08881484583407696,0.2093154063247935,0.3664669729348288,0.635217763232219,0.8697275520208811,0.7423646884592494,0.4878596161771904,0.22122259081828147,-0.07777080242232219,-0.3157885169413456,-0.5059372673694892,-0.7459658185852457,-0.9902081630255961,-1.2698977920739882,-1.5179114892913332,-1.7566318871670783,-1.9297067008572015,-2.1523982253026355,-2.3153090546889494,-2.5079324043288658,-2.623086414508854,-2.6814526459427435,-2.461684228365693,-1.5244110990871025,-0.5451828532037839,-0.6545316561332624,-0.4509608462368523,-0.04394310012107349
htb2mCherry_001,19,1,1.0,0.7575536042405394,0.5286776846097323,0.3629405212360882,0.22030365529260446,0.0661129502677626,-0.062064148727734504,-0.14591172086248352,-0.23272571690016977,-0.3123311039774765,-0.339971155454672,-0.3390920457725571,-0.3389947507404168,-0.3100194771018771,-0.26500354900751916,-0.16715522755605416,-0.03433625454051758,0.12245128658872606,0.2315268022233078,0.2612042692964037,0.19463441130795514,0.13791564814617588,0.09561834070804386,0.057068344815588846,-0.007945923717302544,-0.08006732832261479,-0.11034914777562657,-0.124533703064295,-0.18633492219821057,-0.20576755848027195,-0.18951959915669184,-0.17535821525816422,-0.16132282508168783,-0.1243671874936017,-0.0620900923646392,0.03540761103263302,0.12585419012527974,0.16964092614494217,0.18342774446926305,0.15242849649555232,0.1383176145265991,0.119135419505836,0.11551810292286141,0.08770802381795896,0.023552502869426548,-0.05579894166644567,-0.10348630372127737,-0.1463083056397822,-0.17843630510180514,-0.2033201953030163,-0.19720244957899885,-0.17930564185269893,-0.1632435058192772,-0.10849131964459312,0.01327443140999602,0.08608348406264094,0.07617438843591516,0.10006973820843094,0.13527121774825274,0.168362466535406,0.2217435927312499,0.2753276146923249,0.259676937821547,0.21212780136699172,0.15096583460680177,0.09239357821116609,0.027262398198595314,-0.039736147151316285,-0.11408504531067447,-0.13797622387445618,-0.13499298792949702,-0.1366032231076289,-0.12333113194681086,-0.07015392219452124,-0.006436679734219438,-0.03764899336122451,-0.06690800801218107,-0.08291813667160179,-0.06487770699535514,-0.07447965424380915,-0.03015976980514142,0.025797183435065017,-0.014933889690538564,-0.05393017162970702,-0.0929677147442204,-0.10052671250079949,-0.13791521211246252,-0.14407307770943087,-0.09238414655661666,-0.04339540832029427,0.024638985952274508,0.09035844436668171,0.15757805271940625,0.22516505153307365,0.21793385593598996,0.17539347684378706,0.18573870514433813,0.23861882763904876,0.237594857789385,0.18033450054734176,0.10048545855093416,0.05098749440517613,-0.016109670524159438,-0.09066011547102958,-0.12907694114023965,-0.14830709861726915,-0.16471810830741107,-0.14027252746085805,-0.09304886557517252,-0.042803779922794764,0.021195050103016002,0.05954850324661206,0.039111667975209666,-0.04990279423899863,-0.05969355714358545,-0.02537832749060837,-0.012907988704172492,-0.08267496052410317,-0.10460371448923067,-0.1379379109339646,-0.15248716797911477,-0.15362648544662746,-0.15194011934287527,-0.1323230903342685,-0.05970829549382889,0.015929614776688972,0.07376568853971231,0.1288425977852367,0.23800686222121112,0.27965398780044226,0.19199389025755095,0.11339148004744268,0.036271534204193524,0.006626473102249522,0.00250392473213863,0.013181348680932637,-0.020813888095544793,-0.0898056777578716,-0.16855115902822382,-0.20189280575123317,-0.22429398400089845,-0.23132561069099636,-0.21665167173455324,-0.18122949164032018,-0.13318758429267963,-0.06683840504060964,0.01642034062305885,0.1188487938328242,0.17638107771501876,0.17253320644011028,0.20912649272005773,0.3208723626232563,0.37524458436248076,0.331931355709617,0.3057200433637009,0.2830792324500158,0.17697089489712128,0.09002229863772018,0.054794636347774706,-0.01728238509442754,-0.08964989306589714,-0.1572319947214899,-0.19507215349897614,-0.23295644863368903,-0.23758297543892562,-0.22437440872312234,-0.14267223943836355,-0.1352717758947715,-0.1231257090513142,-0.07133084969757272,0.021162481747086338,0.08820439928089355,0.1010305433471814,0.07708376701731928,-0.025093034696756805,-0.077299272694937,-0.12302622747313896,-0.16803396774633678,-0.16416530157931986,-0.18046250193290472,-0.2309672779647007,-0.2480071989486373,-0.21510691436924337,-0.15261284498951488,-0.12313087490938135,-0.02730228243342484,0.06625991559450534,0.1863031930989851,0.35724325635887855,0.49804867150529564,0.6511197383093139,0.6688914246632048,0.5711034254549365,0.42460778139155003,0.29351590313692466,0.15941303079016736,0.01956270678352893,-0.13048133933773293,-0.25556949482974517,-0.31973258812147515,-0.3835394949597282,-0.43991586924062825,-0.4787570414749255,-0.4832908802698466,-0.449771293142349,-0.37272129991991754,-0.26113940533848634,-0.10178634752974093,0.10201646219884591,0.3586074305575363,0.42855785671513524,0.3742741562741698,0.43666423540945465,0.3827732433274451,0.2783272852859844,0.12979967058276815,0.01719778836107817,-0.07618112874603271,-0.20260304203864116,-0.34835812320062826,-0.4133671634327639,-0.4563608269597337,-0.4399541818095269,-0.42177586528277583,-0.36479846140128275,-0.22162650189781138,-0.07936053440232305,0.10815044944410689,0.14744598100150214,0.15782538527742726,0.26948182773293183,0.3807127232148546,0.43211607903419996,0.40871034294957714,0.3103360130619212,0.1972587742666308,0.12624625120476768,-0.03303281553329334,-0.19495219343257872,-0.2400249098566466,-0.24323513679550426,-0.26789285726048956,-0.24714055740411106,-0.21823577583352163,-0.1507870444716125,-0.0822817977826216,0.014146986151139814,0.2100298377353228,0.3953265374071066,0.6980043750939424,0.9036910058708407,1.0322186859018199,1.0374784244381983,1.035012669769726,1.0915102037708793,0.9570847603499079,0.7742226946370455,0.6261851181098462,0.45206651806306397,0.2716938937474677,0.07551617714130711,-0.06573903340505427,-0.3147643035787198,-0.5520533593752991,-0.7969363494379148,-0.9266197731646636,-0.9378512385062161,-1.0381333584607486,-1.0724564658736189,-1.143713502975848,-1.0936217594919733,-0.897348213144477,-0.6804187379853104,-0.39161518185883915,-0.39605017196847864,-0.41581387868607966,-0.3399517706778195,-0.17394659549333516,0.020361847532423552,-0.21435993036849982,-0.30329997948192194,-0.2576033771915939,-0.029082950335668455
htb2mCherry_001,20,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
htb2mCherry_001,32,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
htb2mCherry_001,34,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
htb2mCherry_001,37,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
htb2mCherry_001,45,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
htb2mCherry_001,46,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
htb2mCherry_001,47,1,1.0,0.7858617649726141,0.5732507924728871,0.42046516862294014,0.2728600315703305,0.13813549695882907,0.03357493471938161,-0.022914620058045027,-0.06348802720063187,-0.13388837084151656,-0.19164719323075788,-0.24398336916974123,-0.26934319205082374,-0.24482281365316474,-0.20717578144899496,-0.1599036924971166,-0.05098360517574569,0.04403512146166836,0.09795960585388384,0.10484281464594361,0.14145617250308096,0.15237064785616478,0.06572907578778207,0.010895201099681394,-0.020441670375844784,-0.0980983992163939,-0.1738090783106776,-0.2204204578262871,-0.2294340651664489,-0.2458626964197725,-0.24996861060907066,-0.22956024248291612,-0.19542983727643146,-0.15626995094158216,-0.1399667922002039,-0.12163954891428946,-0.06724420174325405,-0.0037316331310592197,0.042274231674338913,0.017307399962508453,0.04215060004099073,0.1218310536939005,0.14508211701375717,0.13608248020000008,0.1635345327967367,0.18525432872857203,0.1283045363022872,0.029443382990772832,-0.029596582554942196,-0.0358292898055422,-0.05715225326774741,-0.07690806512109263,-0.09019341510045017,-0.08368575577763392,-0.04673425067189249,-0.07890019523910748,-0.1327150126411676,-0.13422312108038587,-0.12176610515703867,-0.0842248586553077,-0.054378798472401874,0.06365276010940034,0.19451032990112954,0.253429528161571,0.2546065099415447,0.222260251861128,0.2027544756467634,0.15249663239650962,0.11090862413311289,0.10632213538779654,0.10830340881936713,0.05925968208151415,0.00010052242004936684,-0.035967916250959985,-0.07005481867655425,-0.09926933000801784,-0.14389608307632554,-0.111096379681179,-0.0773153193272659,-0.061212358365653495,-0.03823692712066561,-0.015853139813082798,0.025686127195890612,0.03840954038855654,-0.0017295108723788218,-0.04591717369531068,-0.059756012004778654,-0.02614833110171707,-0.06055052332843039,-0.11462724021560622,-0.10262291055120501,-0.08504868948571098,-0.08452624403060337,-0.10147175076369855,-0.09266159252031723,-0.045043968031086234,-0.01966818478108214,0.003106725251950038,0.06411927456871629,0.11488738762758423,0.10865860190044821,0.07478908508531604,0.04640527118392578,0.03324237461849402,0.02260649564632909,0.01045744236370691,0.038828748354451874,0.08563595322452398,0.13489473153183415,0.09195744386307546,0.025879179240296524,0.023077884815819776,-0.0045389880092819804,-0.02122243081637304,-0.01257781365473493,0.037542750874621354,0.06120456819260754,0.03596656859481212,-0.006346461010729631,-0.03013395834293461,-0.07328305390183461,-0.13765231600340896,-0.20102270957145588,-0.23402547164290174,-0.21868282907329925,-0.1596066743111388,-0.11224154477612223,-0.06494547146656784,0.01461199332517784,0.07808955107783568,0.06718191546430699,0.07048233054872405,0.13370894094248342,0.1455806827882227,0.12760514645096518,0.12790719757658076,0.14073706735967914,0.09923435602599834,0.028697195767003667,-0.013274161333722879,-0.03505081424934007,-0.05213052715173781,-0.07614376160569553,-0.039469486906013755,-0.009212816428820948,-0.007784822138021354,0.03433660644623284,0.02845979217517903,0.04273510222313064,0.1158932657768144,0.1785067015569334,0.18804028949771762,0.21146382296185665,0.19252501021871002,0.09674829716439377,-0.07221689415033973,-0.18716960670023924,-0.23903269777638056,-0.31687803012799237,-0.35724595210938154,-0.2959975396677142,-0.27141342483457914,-0.30086909840075216,-0.3301126808609892,-0.33536304965802405,-0.2928571642075888,-0.2171524305345913,-0.09870333706575617,0.006741046802517223,0.17710257037701674,0.40105573838427616,0.5022693793877009,0.5178590606468085,0.47794194332716106,0.43502739232989523,0.32921892209485176,0.22933181914617487,0.1725324889031094,0.15925562883503583,0.11975827027660592,0.054785735256175,0.027592321706385155,-0.040852135044224115,-0.1147865373236654,-0.16395678865729016,-0.21678686046495899,-0.22653033010622298,-0.18899271978072638,-0.11382339115393447,-0.021436765783978653,0.1380414267974886,0.3166874406755012,0.3609930992834983,0.29951060404950725,0.28310818412725086,0.24555990682817636,0.16561495983362653,0.13870049425299397,0.13086477234743965,0.060186206508564086,-0.09915149124936441,-0.23807729586890525,-0.33158290400505874,-0.442163551245838,-0.5495789765688328,-0.5947446184650806,-0.6070724910681212,-0.5701593617358655,-0.5583324676866155,-0.5195779967825951,-0.3925914395580902,-0.22696163449084542,0.01432427532465364,0.1878819264230212,0.31380257972924686,0.42097539980475196,0.4028212944611887,0.30126091533858507,0.19182571142881347,0.05483952039353943,-0.048611258050420096,-0.1262420839154136,-0.18379930553447713,-0.22485067626149305,-0.27041698395207475,-0.3720432133635352,-0.4612042611849917,-0.46160501341915233,-0.4141806620952031,-0.2983243262465199,-0.1896411409696327,-0.05189679772604054,0.14881413626849066,0.46184059949441836,0.6879378610981108,0.8999536842799266,1.0968559448609212,1.12578816347009,1.0728933163296812,0.9809946566517805,0.8746649232710046,0.7593185005358633,0.6112175975093591,0.4721232181405719,0.3649883950451925,0.2657983799380478,0.15886162044218108,0.10158184231951885,-0.022819822924598773,-0.18862550601936187,-0.2625299546920511,-0.29400983985084733,-0.23151990869226471,-0.14009448190671678,-0.040657878617715075,0.06416242859925596,0.1180943275418619,0.10643362393359558,0.07308635807647187,0.08517659588227186,0.13666322466961722,0.1456030704559242,0.027960060783447795,-0.20469559943983873,-0.3967155633728348,-0.6159442045186344,-0.9686310298832279,-1.2928823808032324,-1.495026235889301,-1.6000012022173118,-1.8047016556801543,-1.8476960469431778,-2.021645480288618,-2.316272837522487,-2.649049058212847,-2.885477991746941,-3.0256501366161523,-2.7141012685369525,-1.5320811231938574,-0.5563302011506646,-0.17249368153147768,-0.020652089815206182,-0.02344400816361872
